mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_25018,N=C1NC=C(O1)C1CN1,4.03599,1.1301299999999999,0.9429299999999999,2.4902,75.09,-0.1932,0.0177,0.2108,1213.8778,0.125911,-434.06128499999994,-434.0533,-434.052355,-434.09435599999995,29.695999999999998,-1574.640964168,-1583.8502862520002,-1592.739578746,-1465.2705380310001
gdb_111035,OCC1C2CC1(O2)C#C,2.73272,1.22179,0.98515,3.1062,76.03,-0.2404,0.0129,0.2534,1216.2583,0.133823,-421.706458,-421.697849,-421.696904,-421.740091,32.45,-1661.4631094081,-1671.1706736381,-1680.652962137,-1546.4281595281
gdb_114081,CCC1CC2(O)CN1C2,3.78855,1.0953,1.0171700000000001,0.7648,81.64,-0.2254,0.0674,0.2928,1276.9024,0.19554100000000002,-404.319284,-404.310726,-404.309782,-404.352142,34.299,-2033.060761519,-2047.2430924281,-2059.690988461,-1884.0600044870998
gdb_87104,CN1CC1(C)C(=O)C#C,2.8702799999999997,1.1951200000000002,1.00203,3.7076,81.04,-0.2345,-0.0606,0.1739,1240.6895,0.143628,-401.892875,-401.88298,-401.88203599999997,-401.92810299999996,35.778,-1766.170516166,-1775.9596565660001,-1786.035568579,-1645.3988790081
gdb_47414,O=C1OCCC11CCO1,2.7549200000000003,1.6450900000000002,1.26787,4.0963,67.6,-0.2457,-0.0047,0.24100000000000002,1015.7253,0.137129,-458.98805,-458.98034900000005,-458.979405,-459.02078200000005,28.575,-1701.4887709731,-1711.7654858660999,-1721.248401874,-1585.632411812
gdb_89676,OC1CC2(CC12O)C#C,2.9945,1.2655,1.06332,1.6144,77.3,-0.2175,0.0378,0.2552,1151.3263,0.133175,-421.75740999999994,-421.748276,-421.747331,-421.790908,34.601,-1693.4359479761,-1702.8140699811,-1712.29635848,-1578.316284381
gdb_27922,Cc1c(cc([nH]1)O)C=O,2.45175,1.33276,0.86808,4.7004,77.06,-0.1993,-0.0229,0.1764,1262.8638,0.123798,-437.943559,-437.934717,-437.93377300000003,-437.97719800000004,32.123000000000005,-1661.6419494730999,-1670.314123853,-1679.204043856,-1552.988138614
gdb_117424,CCOC(=O)CCC#C,5.62209,0.59549,0.54569,2.0048,79.35,-0.2619,0.0127,0.2746,2001.82,0.155672,-423.037344,-423.026691,-423.02574699999997,-423.07525,36.451,-1868.7544324681,-1878.95647379,-1889.625381808,-1743.0298667729999
gdb_67531,CC12C3OC3C1NC2=O,2.44276,1.8691200000000001,1.54342,4.362,67.88,-0.2413,0.0201,0.2614,921.9993,0.12390899999999999,-437.852753,-437.845253,-437.844309,-437.884439,29.109,-1604.6603672191,-1614.174658677,-1623.06457868,-1494.781031283
gdb_114355,CC1OC2C(CO)NC12,2.7511900000000002,1.24841,1.16462,3.1276,74.62,-0.2355,0.0614,0.2969,1170.9273,0.171531,-440.233761,-440.225158,-440.22421399999996,-440.267245,32.93,-1843.0610764630999,-1855.4374364701,-1866.699340493,-1707.5680781651001
gdb_11595,CC(=O)OCC1CC1,5.70865,0.95676,0.8726299999999999,2.0709,69.35,-0.2631,0.0204,0.2835,1340.8263,0.152176,-384.967422,-384.958446,-384.957502,-385.002728,30.956,-1728.725799118,-1739.09099278,-1749.1675323020002,-1610.4968284279998
gdb_104952,C1CC1(CO)C#CC=O,2.76467,0.83929,0.6954600000000001,2.8991,83.46,-0.2655,-0.0616,0.2039,1594.0791,0.133576,-421.78585899999996,-421.776121,-421.7751769999999,-421.82173,33.788000000000004,-1711.2879515170998,-1720.2870580860001,-1729.769974094,-1597.6573667791001
gdb_61421,CC(NC(N)=O)C(C)=O,3.12931,0.95268,0.79466,1.8568,73.47,-0.2449,-0.025,0.2199,1458.6149,0.157055,-456.413812,-456.403291,-456.40234699999996,-456.449903,37.482,-1807.440528078,-1817.72414557,-1828.393053588,-1679.96081971
gdb_76871,CC1C(O)C2OC=NC12,2.38002,1.88428,1.44211,1.1745,70.12,-0.2546,0.0066,0.2611,964.2127,0.148834,-439.08468200000004,-439.07674299999996,-439.075799,-439.11753,30.275,-1749.8552821660999,-1760.871202661,-1770.947114674,-1627.3341499160001
gdb_3139,OCC12CN1CC2,5.52942,2.01665,1.77633,1.6216,60.2,-0.2365,0.0631,0.2996,746.9279,0.1375,-325.721867,-325.715062,-325.714117,-325.75265299999995,25.42,-1466.55755899,-1476.507341694,-1485.3978892060002,-1361.252763664
gdb_119342,COCC12C3CC1CC23,4.07789,1.0019,0.9718100000000001,1.237,83.68,-0.2332,0.0852,0.3185,1339.9474,0.182922,-387.02597599999996,-387.017436,-387.01649199999997,-387.059862,32.141999999999996,-1997.9541430051001,-2011.2598438410998,-2023.114743869,-1856.59205303
gdb_103253,CC1(CO)C2OC(=N)C12,4.049869999999999,1.03607,1.00654,2.0904,74.04,-0.2592,0.0145,0.2737,1228.972,0.146253,-439.04839100000004,-439.03949900000003,-439.038554,-439.081976,33.177,-1727.0823530471,-1737.500257465,-1747.575541969,-1605.02369493
gdb_93668,CC1C(O)COC1(C)C,2.15705,1.5452,1.21878,0.9834,80.53,-0.2482,0.0534,0.3016,1169.0657,0.203974,-425.441022,-425.430801,-425.429857,-425.47546600000004,38.875,-2121.380770742,-2135.408106928,-2148.4489989660997,-1966.741845345
gdb_127865,CN=c1cn[nH]nc1N,2.67605,1.58831,1.00327,1.0389,82.03,-0.1946,-0.0351,0.1596,1131.637,0.126146,-430.2354,-430.22702999999996,-430.226086,-430.268225,31.21,-1523.0245838639999,-1531.991687474,-1540.8816074770002,-1413.1396003470002
gdb_114222,COC1CC2(CC2)C=C1,4.55924,0.9404,0.8594799999999999,0.9837,87.24,-0.2267,0.0188,0.2455,1423.8985,0.18238900000000002,-387.077471,-387.06856600000003,-387.067621,-387.111746,33.788000000000004,-2030.2677189601002,-2043.344379011,-2055.19865153,-1889.149729986
gdb_103378,COC1(C)C2CCC1O2,2.5722099999999997,1.65621,1.32772,1.7165,77.44,-0.2405,0.0812,0.3216,1063.5411,0.182553,-424.200635,-424.19205199999993,-424.191108,-424.23352400000005,33.493,-1970.8783846729998,-1984.1564751131,-1996.0113751410001,-1828.6346445531
gdb_77613,CC12COC1(C#N)C2N,2.03722,1.64768,1.3028899999999999,3.8473,74.65,-0.2303,-0.0078,0.2225,1063.4065,0.135139,-417.967941,-417.95889,-417.957945,-418.001694,32.916,-1664.6709354160998,-1674.100513159,-1683.5828016579999,-1549.35109645
gdb_111427,OCC1C2OC2C1CO,1.9633200000000002,1.53677,0.99431,1.5724,70.89,-0.2507,0.0686,0.3193,1212.2535,0.15796,-460.102505,-460.093237,-460.092293,-460.136882,33.793,-1772.9676936541,-1784.038207432,-1794.70711545,-1644.7726250260998
gdb_109432,CCC1C(=O)CC1(C)O,2.12986,1.33569,1.02366,2.9787,79.11,-0.2348,-0.0165,0.2182,1279.3672,0.179337,-424.24429000000003,-424.234229,-424.23328499999997,-424.279063,37.671,-1998.2722900679998,-2010.6229222061,-2022.4778222341001,-1857.2107769039999
gdb_115500,CCC1CCC(CC)O1,2.31818,1.0868,0.7872899999999999,1.1614,89.64,-0.2458,0.0843,0.3301,1575.0613,0.228948,-389.520039,-389.509656,-389.508711,-389.556432,38.114000000000004,-2307.2978822441,-2323.0012949691,-2337.227551508,-2140.767033788
gdb_91328,CC1CC2(C)CC(C2)O1,2.78828,1.44302,1.16153,1.3189,85.45,-0.2334,0.0821,0.3155,1179.3554,0.20672,-388.294584,-388.286058,-388.28511299999997,-388.32698500000004,34.847,-2166.1654605631,-2181.2570520131,-2194.2973165420003,-2010.5005579510998
gdb_36120,C#CCC12CC=CC1N2,3.9568800000000004,1.13347,1.0006700000000002,1.7926,81.53,-0.2296,0.0045,0.2341,1204.2014,0.14785299999999998,-364.763086,-364.754981,-364.754036,-364.795912,31.67,-1821.402603328,-1832.3156123471,-1842.390896851,-1699.3797132241
gdb_87526,CN1CC11C2CC1OC2,3.3791,1.39469,1.28996,2.1056,79.21,-0.2208,0.0869,0.3077,1070.8311,0.171989,-403.083754,-403.076029,-403.075085,-403.11564599999997,30.98,-1885.6061866629998,-1898.5341270810998,-1909.796031104,-1749.3702177091
gdb_44339,N=C1OC2C3C=CC2C13,4.53722,1.4616200000000001,1.4049,2.7489,74.62,-0.23800000000000002,-0.0205,0.2175,934.1148,0.127338,-400.729063,-400.723011,-400.722067,-400.759233,25.651999999999997,-1663.7196317720002,-1674.1431837710002,-1683.033103774,-1553.145015864
gdb_51687,N=C1CCC(CC=O)O1,3.3824099999999997,0.97295,0.82115,2.5621,74.05,-0.2545,-0.0304,0.2241,1380.4158,0.147572,-439.11951100000005,-439.11084500000004,-439.109901,-439.15420599999993,31.139,-1771.7107931270002,-1782.2705145791,-1792.3464265920002,-1650.3486699999999
gdb_55397,C1CN(CC=C1)C(=O)N,3.20669,1.26762,0.96644,3.4426,78.32,-0.2293,0.0191,0.2484,1217.5687,0.162012,-419.25912900000003,-419.25073199999997,-419.249787,-419.29247200000003,32.111999999999995,-1847.051406194,-1858.6684803110002,-1869.33676082,-1718.103326766
gdb_90734,CC1CC2C1CNC2=O,3.09415,1.3433,1.06139,3.7887,78.86,-0.2344,0.0342,0.2686,1176.5544,0.173211,-403.193171,-403.18498900000003,-403.184045,-403.226073,31.633000000000003,-1954.2663389160998,-1966.907507721,-1978.169411744,-1818.6641540521
gdb_113084,COC1CC(OC)C1O,2.12688,1.2987600000000001,1.07918,2.9311,75.83,-0.2418,0.0711,0.3129,1271.9663,0.17994100000000002,-461.32208399999996,-461.311851,-461.31090700000004,-461.35755,36.55,-1910.4128724511,-1922.654945532,-1934.50984556,-1769.5301993520002
gdb_65555,OC1(CC2CC1O2)C=O,3.36534,1.38542,1.2684799999999998,3.162,68.85,-0.2491,-0.0442,0.2049,1019.0884,0.13591099999999998,-458.94401600000003,-458.93658899999997,-458.935645,-458.975776,29.484,-1673.8570396671,-1684.3056920261,-1693.788608034,-1557.3907417581
gdb_122244,CCNCC1(CN1)C#N,2.74499,0.8857,0.74537,5.528,81.44,-0.2378,0.0254,0.2632,1593.0645,0.17063,-399.302303,-399.292389,-399.291444,-399.33802799999995,35.395,-1861.872541265,-1873.4262369731,-1884.6875134870002,-1727.6816241421
gdb_52789,CC#CC1(CN(C1)C)O,3.0265299999999997,0.8965799999999999,0.77988,1.4768,86.24,-0.2119,0.0373,0.2492,1566.5479999999998,0.167966,-403.09423799999996,-403.08376200000004,-403.082817,-403.131039,37.008,-1892.1849910191,-1903.3866541779998,-1914.647930692,-1759.0294637460001
gdb_119373,CC1N2CC1(CCO)C2,3.18655,0.9375100000000001,0.8323799999999999,1.6368,82.8,-0.2234,0.076,0.2995,1469.0718,0.19403800000000002,-404.26561,-404.256151,-404.255207,-404.30036,35.388000000000005,-1999.379843453,-2012.9967887531,-2025.4446847860002,-1851.566333449
gdb_117723,CCOC(C)(C)COC,3.18399,0.77156,0.73083,0.0641,87.13,-0.2457,0.0823,0.32799999999999996,1746.1487,0.22440300000000002,-426.619371,-426.607258,-426.60631399999994,-426.658167,42.656000000000006,-2232.9537534691,-2247.570948115,-2261.797832163,-2067.6747854679998
gdb_126533,CCCc1cnnn1C,3.2603299999999997,1.0089700000000001,0.8251,4.9766,81.82,-0.2435,0.0074,0.2509,1438.0793,0.171468,-399.342361,-399.332918,-399.331973,-399.37768900000003,33.396,-1887.009296787,-1898.8585492341,-1910.1198257479998,-1752.569258591
gdb_25054,c1cc(=O)occ1C#N,5.655130000000001,1.03768,0.87679,1.0497,72.28,-0.2641,-0.0889,0.1752,1185.1583,0.078825,-435.55653600000005,-435.54954000000004,-435.548596,-435.588325,25.734,-1419.4667735941,-1425.7431186120002,-1432.261054595,-1336.393994629
gdb_86106,CN1CC(C)=CC1C=O,2.45097,1.2355200000000002,0.8723200000000001,3.4003,83.97,-0.2123,-0.0249,0.1874,1356.933,0.168954,-403.160595,-403.150975,-403.15002999999996,-403.195569,34.564,-1933.824605732,-1945.5634165951,-1956.824693109,-1799.522619516
gdb_94280,OC1CNC11C2CC1O2,3.10183,1.50389,1.2301799999999998,1.2822,71.6,-0.2281,0.0686,0.2968,1037.7867,0.147877,-438.97705199999996,-438.969378,-438.968434,-439.009271,30.293000000000003,-1682.3164884961,-1693.4986988760002,-1703.574610889,-1559.4006530851002
gdb_79023,CC1C2C3C4CC4C2N13,4.5609,1.35923,1.30132,1.5545,82.38,-0.2185,0.0906,0.3091,1054.0079,0.173506,-365.92843,-365.921529,-365.920585,-365.959267,29.247,-1924.8148315101,-1938.2604668531,-1949.522370876,-1788.1728642331
gdb_132455,c1c(c(=O)oc(n1)F)N,3.3511900000000003,1.42175,0.9991399999999999,3.1369,61.87,-0.2244,-0.057,0.1674,1047.8913,0.07785800000000001,-513.968455,-513.961297,-513.960353,-514.000125,26.914,-1295.767179442,-1301.940612984,-1308.4585489671001,-1212.142820066
gdb_33367,C#CC#CCC#CC#C,4.55932,0.53067,0.47673000000000004,0.63,101.67,-0.2473,-0.031,0.2163,2125.9026,0.085576,-345.04033799999996,-345.030973,-345.030029,-345.075258,33.352,-1517.5037596820998,-1523.1839711501002,-1530.2949031379999,-1430.5303847731
gdb_101090,COC(C)C1(CC1)C=O,2.2820099999999996,1.29262,0.9990899999999999,2.1137,80.38,-0.2501,-0.016,0.2341,1285.2081,0.179654,-424.22079299999996,-424.210629,-424.209685,-424.25609000000003,36.83,-1983.5277110951001,-1995.8137098060001,-2007.6686098339999,-1842.7950126470998
gdb_90288,OC1CC2=CC(=N)OC12,3.4403699999999997,1.40753,1.2552299999999998,4.9251,75.22,-0.2364,-0.031,0.2054,1021.2638,0.125067,-437.86433,-437.856904,-437.85596,-437.896168,28.888,-1611.9250389120998,-1621.485766036,-1630.375686039,-1502.1410843441001
gdb_80608,OC1C2OC(C1O)C2=O,3.06934,1.4904700000000002,1.28711,1.3697,60.5,-0.2632,-0.0365,0.2267,972.9289,0.11267100000000001,-494.87240499999996,-494.865062,-494.86411799999996,-494.904208,28.467,-1492.5872598191,-1501.3108899371,-1509.607813935,-1389.262882897
gdb_81631,OC1C2CC1C2OC=N,4.175669999999999,0.9359299999999999,0.85096,2.7493,75.67,-0.2563,0.0227,0.27899999999999997,1366.3523,0.147629,-439.021905,-439.013553,-439.012609,-439.055843,31.198,-1710.4621496731,-1721.218908951,-1731.2948209639999,-1588.6250022331
gdb_83158,CC1C2CCC(=O)CN12,2.5277700000000003,1.47526,1.2705899999999999,2.4813,78.11,-0.2145,-0.0156,0.1989,1093.4923,0.171762,-403.148884,-403.14046099999996,-403.139517,-403.18245099999996,32.285,-1926.4758478331,-1938.9657869691,-1950.2276909920001,-1791.2909564541
gdb_42392,C1CC1CC(=O)N2CC2,3.7619300000000004,0.8762200000000001,0.8093199999999999,2.6994,80.47,-0.2443,0.006,0.2503,1494.5408,0.170263,-403.133443,-403.12422000000004,-403.123276,-403.169134,33.343,-1916.7864813641,-1928.7744133001002,-1940.0363173229998,-1782.9344191010998
gdb_10465,C#CC1(CC1)OC=O,3.01364,1.65582,1.20621,3.9264,65.18,-0.2629,-0.0016,0.2613,978.3711,0.104153,-382.506584,-382.49855299999996,-382.497609,-382.53937,28.785,-1440.231046404,-1447.635025095,-1455.3395805970001,-1347.162676578
gdb_116349,OCC1OCCN2CC12,3.04294,1.3044799999999999,1.01613,1.4252,74.68,-0.2264,0.0796,0.306,1194.248,0.17286600000000002,-440.24853099999996,-440.240336,-440.239391,-440.281378,31.796999999999997,-1852.3293843930999,-1864.9617680720999,-1876.223044586,-1716.4366628620999
gdb_98250,COC(=O)C(O)C(C)=O,2.46754,1.21662,0.94758,4.2819,66.43,-0.2661,-0.0424,0.2237,1268.9428,0.131969,-496.14562,-496.135332,-496.134388,-496.182003,34.900999999999996,-1663.6895113401001,-1672.342232941,-1681.8251489489999,-1549.8681638660998
gdb_77899,CC1C2C(O)C(C)C12O,1.97983,1.55126,1.3418299999999999,1.2821,78.53,-0.2419,0.0642,0.3061,1123.7369,0.180489,-424.19122699999997,-424.181289,-424.18034500000005,-424.22520199999997,37.561,-1964.9747800010998,-1977.402595746,-1989.2574957739998,-1823.4125146551
gdb_69413,OC12CC1C(C=C2)C#N,3.24439,1.19777,1.14383,5.381,73.98,-0.2561,-0.0104,0.2457,1112.5303,0.124661,-400.750102,-400.74231299999997,-400.741368,-400.782331,30.146,-1676.9217936231,-1686.2553624891,-1695.1446549829998,-1567.6392187461
gdb_6806,CC(C)CCCOC,5.9807,0.6512399999999999,0.6112,0.9388,83.52,-0.2496,0.0843,0.3339,1919.5747,0.221086,-351.40767900000003,-351.396826,-351.395882,-351.44425099999995,37.98,-2140.6390219520003,-2155.158325194,-2168.792840746,-1983.3476160120001
gdb_86396,CC1CC(C)C2(CC2)C1,2.47034,1.29273,0.9633799999999999,0.2575,92.61,-0.2572,0.084,0.3412,1360.1478,0.22970300000000002,-352.37001000000004,-352.360547,-352.359603,-352.404403,37.518,-2349.829187246,-2366.1105357601,-2380.337419808,-2182.2993444620997
gdb_29414,c1c(nc([nH]1)NC=O)N,5.58144,0.9923799999999999,0.84346,1.431,73.51,-0.1803,-0.0081,0.1723,1283.2659,0.115275,-450.195078,-450.187051,-450.18610700000005,-450.227686,30.013,-1509.993104461,-1518.286890914,-1526.5838149120002,-1406.709515624
gdb_37581,O1C2C3C2C2C4C1C4C32,2.92234,2.51462,1.9277400000000002,1.409,71.99,-0.2139,0.0733,0.2872,776.0901,0.1399,-384.612346,-384.60699700000004,-384.606053,-384.64162200000004,24.374000000000002,-1739.0828351631,-1750.8367062420002,-1760.31962225,-1621.5698522420998
gdb_53919,CC(=O)C(O)(C#C)C#N,1.8565200000000002,1.5928799999999999,1.25091,5.3052,68.95,-0.2724,-0.0505,0.2219,1079.0014,0.095671,-436.66008899999997,-436.65018200000003,-436.64923799999997,-436.695175,34.564,-1484.1045931571,-1490.331364964,-1498.0352929571,-1389.729749593
gdb_83445,CC1C2COC12CC#N,2.81683,1.2183,1.0589600000000001,5.0251,76.12,-0.25,0.0267,0.2767,1195.8452,0.146971,-401.922487,-401.91377400000005,-401.91283,-401.95638199999996,31.999000000000002,-1784.7523126741,-1795.2831687120001,-1805.359080725,-1663.144206019
gdb_30300,OC1COC2=C1C=CN2,3.0944700000000003,1.5976700000000001,1.14503,2.3351,70.84,-0.1857,0.0517,0.2374,1030.6314,0.126682,-437.90402300000005,-437.896582,-437.89563799999996,-437.935874,29.019000000000002,-1636.8327536491001,-1646.3840681381,-1655.273988141,-1527.0569566981
gdb_23296,ON=C1C2CC(O)C1O2,2.7012,1.39626,1.19969,2.1777,68.2,-0.2487,0.0067,0.2555,1066.4586,0.12385299999999999,-474.93366399999996,-474.92575,-474.92480599999993,-474.96612300000004,30.285999999999998,-1518.7568951551002,-1528.010770378,-1536.900690381,-1409.106600004
gdb_29867,CN1C=NC(=N)C(O)=C1,3.29176,1.41028,0.99349,5.1184,79.49,-0.1991,-0.0119,0.1873,1143.1041,0.126779,-434.11051900000007,-434.102712,-434.101767,-434.14290700000004,29.526999999999997,-1605.5357422739999,-1614.85676096,-1623.746053454,-1495.73672749
gdb_97336,CN=CNC(=O)N1CC1,5.3346800000000005,0.72207,0.65828,2.2736,82.17,-0.2432,-0.0044,0.2388,1712.7682,0.147173,-435.278494,-435.269067,-435.26812300000006,-435.313686,33.036,-1710.598946635,-1720.680506229,-1730.756418242,-1589.188505315
gdb_121606,C(COC(=O)C(=N)N)O,3.43252,0.86418,0.72432,1.2394,67.35,-0.2445,-0.0452,0.1993,1524.1636,0.134929,-492.313288,-492.303362,-492.302418,-492.34943499999997,34.83,-1608.027580513,-1616.9068328629999,-1626.3897488710002,-1493.697950749
gdb_28351,Cc1cnc(c(=O)[nH]1)C,3.15902,1.37675,0.97034,3.8493,82.03,-0.2187,-0.0472,0.1715,1198.3605,0.136574,-418.08801600000004,-418.079526,-418.078582,-418.121099,31.444000000000003,-1740.0190785910002,-1749.8006888831,-1759.283604891,-1624.2788085951001
gdb_130982,C(C=O)Nc1n[nH]nn1,4.49065,0.9764200000000001,0.83089,4.4927,64.25,-0.2362,-0.0329,0.2033,1283.8999,0.101687,-466.166486,-466.158429,-466.157484,-466.20063200000004,27.84,-1343.447195789,-1350.8329767191,-1358.536277203,-1247.506089761
gdb_71838,CC12CC3N=CN1C23C,2.44418,1.86095,1.55948,2.3054,78.9,-0.2387,-0.0014,0.2372,973.1854,0.159802,-382.046783,-382.038864,-382.03792000000004,-382.078637,31.279,-1850.478232843,-1862.3958837710002,-1873.0647917889999,-1720.8518161860998
gdb_99373,CCC(=O)CNCC=O,2.858,0.75089,0.6854100000000001,2.7895,76.25,-0.2348,-0.0283,0.2066,1713.3669,0.167683,-440.29916900000006,-440.28845099999995,-440.28750599999995,-440.337646,36.403,-1884.1051851351,-1895.154363607,-1906.415640121,-1751.745339274
gdb_36199,N#CCC12CCC1CO2,3.3601,1.19933,1.05596,5.2996,75.55,-0.2579,0.0255,0.2833,1171.1468,0.147978,-401.931946,-401.923748,-401.922804,-401.965425,30.483,-1790.687920305,-1801.541943478,-1811.617855491,-1668.8187699060002
gdb_62538,CC1(O)C(NC1=N)C#C,2.35691,1.44118,1.22471,3.2388,76.89,-0.2452,0.0136,0.2588,1099.0217,0.133445,-417.963963,-417.954548,-417.953604,-417.997798,35.229,-1662.174704614,-1671.3758690810998,-1680.8587850889999,-1546.9063213860002
gdb_72392,OC12CC=CC3OC1C23,2.7342,1.9699,1.4164700000000001,0.9739,71.41,-0.218,0.0015,0.2195,924.3724,0.136899,-421.78163499999994,-421.77465,-421.77370599999995,-421.812582,28.849,-1708.6373535010998,-1719.3639923470998,-1728.846908355,-1591.9169144471
gdb_2076,C1COCCC1=O,4.562130000000001,2.5261299999999998,1.798,1.6996,57.21,-0.2422,-0.0179,0.2243,697.6287,0.126637,-345.68008599999996,-345.67386400000004,-345.67292000000003,-345.71025099999997,23.335,-1452.6105439561,-1462.0376116629998,-1470.335790679,-1353.6536296739998
gdb_40348,C1CC1C12CC(C1)C=C2,3.7244900000000003,1.2770700000000001,1.18048,0.1399,86.33,-0.2216,0.0179,0.2395,1138.6283,0.184428,-349.907023,-349.8995,-349.898556,-349.939028,31.299,-2059.985917691,-2073.9304226891,-2085.7853227170003,-1917.6995069591
gdb_117539,CCCC(C#N)C(C)O,2.1678599999999997,0.99461,0.7168800000000001,4.7684,83.28,-0.2827,0.0412,0.3239,1629.6063,0.191813,-404.373319,-404.362173,-404.361229,-404.410085,39.535,-2066.968210334,-2079.526547951,-2091.974443984,-1920.419758474
gdb_66473,CC12C3N1C1C2OC31C,3.6112,1.5708,1.45264,0.3192,74.09,-0.2395,0.0672,0.3067,976.0464,0.14712,-401.86732,-401.859844,-401.8589,-401.898759,29.905,-1750.1345236710001,-1761.4416083421,-1771.517520355,-1626.985254912
gdb_55112,[O-]C(=O)C1CC2(C[NH2+]2)C1,3.5800099999999997,1.1946299999999999,1.06308,5.4288,72.39,-0.2524,0.017,0.2693,1152.2877,0.148612,-439.079233,-439.071234,-439.07029000000006,-439.111947,30.869,-1746.4359856251,-1757.41425558,-1767.4901675929998,-1623.830767169
gdb_95902,CC1(NCCC1N)C#N,2.13085,1.6190799999999999,1.30231,3.5219,78.36,-0.2376,0.0349,0.2725,1091.3972,0.172651,-399.3422,-399.332882,-399.331938,-399.376038,35.025,-1886.9082678379998,-1898.83595891,-1910.097862933,-1751.5332412320001
gdb_17871,O=C1C2CC=CC1O2,3.3584300000000002,2.21968,2.09902,2.2576,61.88,-0.2396,-0.0231,0.2165,721.8847,0.10837999999999999,-382.533576,-382.527559,-382.526615,-382.563574,23.649,-1457.168769332,-1465.836551149,-1473.541106651,-1362.3509044141001
gdb_16532,CC1C(O)C2OCC12,2.81101,2.30698,1.75196,2.4567,66.33,-0.2452,0.0562,0.3015,828.9734,0.154665,-384.90333,-384.89597200000003,-384.89502799999997,-384.934976,28.349,-1688.50749229,-1699.8879955139998,-1709.9645350361,-1567.98183866
gdb_36150,N#CCC12CCCC1O2,3.8931199999999997,1.0946799999999999,0.97796,4.8945,75.21,-0.2742,0.0302,0.3044,1226.4788,0.148651,-401.967266,-401.95919399999997,-401.958249,-402.000362,30.493000000000002,-1812.851538185,-1823.7846274920998,-1833.8599119960002,-1690.742051839
gdb_123190,CCCCCCCC#N,9.98102,0.37728,0.36932,4.2716,92.05,-0.3094,0.0383,0.3478,2910.092,0.216317,-368.449127,-368.437829,-368.436885,-368.487011,39.303000000000004,-2250.871645455,-2265.1123347011,-2278.746222744,-2091.9098105570997
gdb_2595,C1CC1(CO)C#N,3.0054,2.78965,1.7256,3.2324,58.1,-0.2839,0.0232,0.3071,738.4787,0.11330799999999999,-324.57347999999996,-324.56625299999996,-324.565309,-324.604808,25.873,-1373.7860009211,-1381.693869339,-1389.39905235,-1282.192277245
gdb_85429,CC1OC(=O)CC1(C)C,2.31011,1.4698200000000001,1.17565,4.46,77.74,-0.2595,0.0182,0.2777,1163.2306,0.181659,-424.29209000000003,-424.282883,-424.28193899999997,-424.32542699999993,35.681,-2028.2672202679998,-2041.1537450920998,-2053.0086451201,-1886.30460418
gdb_30993,NCC1=C(N)OC(=N)N1,3.29875,1.20485,0.90666,5.1055,74.33,-0.1667,0.045,0.2116,1250.9577,0.138017,-451.33864000000005,-451.32984400000004,-451.3289,-451.371865,33.259,-1599.736931605,-1609.325269125,-1618.8081851329998,-1483.469554049
gdb_115338,CCC1CCC(O)C1C,3.0169599999999996,1.01245,0.8651,1.4984,87.62,-0.2521,0.0684,0.3205,1467.7304,0.22924,-389.512764,-389.50246,-389.50151600000004,-389.547812,39.126,-2302.7327542691,-2318.4857402051002,-2332.712624253,-2135.3579062081
gdb_89380,CC1CC2(C)CC2(O)C1,2.56455,1.3344799999999999,1.0744,1.5165,85.21,-0.2311,0.0699,0.301,1253.5957,0.205211,-388.298976,-388.28949700000004,-388.288553,-388.332605,37.357,-2168.921480091,-2183.4150554641,-2196.455947502,-2014.0271585310998
gdb_18809,C1C2OCC3OC2C13,3.12456,3.02368,2.38774,2.2208,62.4,-0.2271,0.0699,0.297,667.8612,0.133496,-383.693531,-383.688145,-383.68720099999996,-383.722652,22.862,-1557.1993515131,-1568.040196997,-1576.9307445089999,-1448.46019943
gdb_109570,CNC1C(O)C(O)C1=O,1.96175,1.61729,1.18963,2.1738,68.84,-0.2329,-0.0439,0.18899999999999997,1115.7353,0.147111,-476.198191,-476.18917000000005,-476.188226,-476.231881,33.474000000000004,-1684.4073484841,-1694.743676732,-1704.819588745,-1562.15855514
gdb_89345,CC12CC(O)C1(O2)C=O,1.9789599999999998,1.73995,1.1280700000000001,3.6481,71.18,-0.255,-0.0386,0.2164,1113.0247,0.132519,-458.935062,-458.92597,-458.925026,-458.96878799999996,33.101,-1668.2383240810998,-1677.642173955,-1687.1250899631,-1553.005708866
gdb_103321,COC1(C)C2OC1C2=O,3.35167,1.33418,1.13819,3.2644,69.1,-0.2571,-0.0152,0.2419,1094.1767,0.132412,-458.8836,-458.87478899999996,-458.873845,-458.917367,32.282,-1635.9454559230999,-1645.525635826,-1655.008551834,-1520.7385685770998
gdb_88499,CN1CC1C1(CC1)C#N,2.25997,1.4437,1.1993,3.096,80.47,-0.2328,0.0272,0.26,1140.7337,0.158897,-382.03628399999997,-382.0273,-382.02635499999997,-382.070109,33.501,-1843.8900158520999,-1855.1393696951002,-1865.8076502039999,-1715.500419434
gdb_92881,CC1(C)CC(O)CC=C1,2.42442,1.2959,1.05872,1.2570000000000001,87.52,-0.2409,0.0267,0.2677,1270.7635,0.205744,-388.314732,-388.305279,-388.30433500000004,-388.348102,37.52,-2178.808511895,-2193.3184025021,-2206.35929454,-2023.751665504
