mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_126859,CCn1c(=O)n(nn1)C,3.2969199999999996,1.28014,0.99972,0.2688,71.81,-0.2402,-0.0202,0.2201,1204.5314,0.13604000000000002,-451.33796399999994,-451.32887,-451.327926,-451.373098,31.248,-1599.3127355210001,-1608.714075359,-1618.196991367,-1484.2432726460002
gdb_73698,CC12CCOC3C1OC23,2.72819,1.9286299999999998,1.3358299999999999,2.0948,74.17,-0.2361,0.0711,0.3072,979.3811,0.160348,-422.965273,-422.95805199999995,-422.957108,-422.99643,29.743000000000002,-1823.5292313291,-1835.884883539,-1846.5537915570999,-1693.5696073929998
gdb_51836,N=COC1COCC1=O,3.52702,1.1041100000000001,0.87934,2.8093,67.91,-0.248,-0.0488,0.1993,1265.3593,0.123451,-475.024516,-475.016081,-475.01513700000004,-475.05858200000006,29.804000000000002,-1575.7673428231,-1584.694285857,-1593.58420586,-1467.125454635
gdb_18772,CC12C3C1N1C3CC21,4.03705,2.37724,2.08708,1.9172,70.38,-0.2158,0.0844,0.3003,732.7244,0.143876,-326.63962999999995,-326.633555,-326.632611,-326.669381,25.041999999999998,-1647.780903172,-1659.0785752079998,-1668.562118725,-1532.9555412979998
gdb_41612,C1CC2C1C21COCO1,3.92086,1.26916,1.16167,1.5427,74.61,-0.2404,0.0806,0.321,1109.7231,0.160674,-422.98511399999995,-422.97751100000005,-422.976567,-423.017837,29.294,-1835.9796373981,-1848.0955811701,-1858.764489188,-1707.0026925560999
gdb_85037,CN1CC(=O)N(C)C1=N,2.55726,1.60592,1.0057399999999999,0.6839,76.32,-0.2253,0.0015,0.2268,1161.9402,0.148173,-435.328103,-435.31877099999997,-435.31782699999997,-435.36281399999996,32.688,-1741.729040616,-1751.870213565,-1761.946125578,-1620.0167674670001
gdb_129341,N=COC1=CN=CN=N1,5.5929199999999994,1.02767,0.86815,0.3214,70.87,-0.2512,-0.0856,0.1656,1227.6527,0.090338,-448.92777699999994,-448.920422,-448.919478,-448.961055,25.67,-1342.601941166,-1349.540308179,-1356.651240167,-1253.109745131
gdb_5395,CNc1cnccn1,5.22569,1.60365,1.2379,2.4235,72.88,-0.212,-0.0327,0.1793,945.5625,0.12144100000000001,-358.892629,-358.885473,-358.884529,-358.92430099999996,26.017,-1509.331709975,-1518.1726842760002,-1526.470235783,-1408.466540824
gdb_71838,CC12CC3N=CN1C23C,2.44418,1.86095,1.55948,2.3054,78.9,-0.2387,-0.0014,0.2372,973.1854,0.159802,-382.046783,-382.038864,-382.03792000000004,-382.078637,31.279,-1850.478232843,-1862.3958837710002,-1873.0647917889999,-1720.8518161860998
gdb_43138,O=C1C2COC11CNC21,2.5262700000000002,2.02083,1.65379,3.6481,68.51,-0.2185,-0.012,0.2066,874.0783,0.125638,-437.79653600000006,-437.78984699999995,-437.788903,-437.827313,27.147,-1569.3836937661,-1579.4068950229998,-1588.296815026,-1458.9339521489999
gdb_93244,CC1COC(=O)C(C)C1,2.71184,1.28551,0.92064,4.378,78.95,-0.2564,0.0118,0.2682,1306.2904,0.182808,-424.28433099999995,-424.275126,-424.27418200000005,-424.31835599999994,34.508,-2023.3983779371,-2036.286157779,-2048.141057807,-1881.8674880410001
gdb_28619,Cc1ncc(cn1)C=O,5.2877,1.0319399999999999,0.8680399999999999,1.9144,78.05,-0.2603,-0.0797,0.1806,1269.4332,0.113094,-416.880646,-416.872636,-416.871691,-416.91433,28.178,-1610.2351571751,-1618.5408662991001,-1626.837162788,-1508.24298186
gdb_123202,CCOCCOCC#N,2.04209,1.26568,0.88594,3.1581,76.04,-0.2618,0.0189,0.2807,1367.1819,0.168696,-440.27641600000004,-440.265992,-440.26504800000004,-440.31296399999997,35.857,-1869.8274728581,-1881.0611389760002,-1892.3230429989999,-1736.257162136
gdb_101381,OCC(O)C1CN2CC12,2.63561,1.21643,0.93848,1.6306,73.88,-0.2278,0.0513,0.2792,1275.4321,0.170572,-440.21878200000003,-440.209603,-440.208659,-440.25309400000003,34.327,-1833.6616191520002,-1845.676533975,-1856.938437998,-1698.688198306
gdb_49622,O=CC1C2N1CC21CN1,4.37121,0.96624,0.88897,2.5391,75.58,-0.2396,-0.0318,0.2077,1300.5156,0.135599,-417.93155099999996,-417.923674,-417.92273,-417.96427,29.746,-1641.8358829060999,-1652.002156215,-1661.4850722229999,-1525.867199634
gdb_4623,CN1C=NC(=N)N=C1,5.78306,1.6469900000000002,1.29298,7.3129,69.27,-0.2258,-0.0376,0.1882,899.7837,0.10960999999999999,-374.92962,-374.922503,-374.921558,-374.962018,24.964000000000002,-1383.93972405,-1391.915990949,-1399.6199189420001,-1289.9075004000001
gdb_110690,CCC1C2C=CC(=O)N12,2.4333099999999996,1.67048,1.2705,4.2404,77.31,-0.2464,-0.0522,0.1942,1053.066,0.14844000000000002,-401.962874,-401.954926,-401.953982,-401.995411,30.398000000000003,-1810.0955186571,-1821.1064190801,-1831.182331093,-1687.6352547801
gdb_39767,C1C2C1C1CC2C11CC1,2.92449,1.78194,1.45815,0.1784,85.55,-0.2446,0.0979,0.3425,987.9559,0.185291,-349.897025,-349.890106,-349.889162,-349.927751,30.225,-2053.712082709,-2068.0356031431,-2079.890503171,-1910.6230879660998
gdb_42624,O=C1C2C3CN(C23)C1=O,2.84018,2.00278,1.40438,5.3388,65.96,-0.2361,-0.0807,0.1553,880.6917,0.102187,-436.66505700000005,-436.658593,-436.65764900000005,-436.69605,25.285,-1487.2220578689999,-1495.609343163,-1503.3132711560002,-1390.2788199681
gdb_104384,OCC1(O)CCOC1=N,2.64007,1.52836,1.20115,2.8105,68.73,-0.2593,0.0111,0.2704,1065.3457,0.148952,-476.24373499999996,-476.235475,-476.23453,-476.27637999999996,31.881,-1712.9866183801,-1723.8004809770998,-1733.8757654810001,-1590.0820781311
gdb_128688,COc1c(c([nH]n1)O)N,3.26988,1.2570700000000001,0.91764,0.9299,67.85,-0.2077,0.0552,0.2629,1218.0403,0.125358,-471.206758,-471.197766,-471.196821,-471.24028899999996,32.569,-1529.250728162,-1537.827521174,-1546.716813668,-1419.912932493
gdb_35724,N#CC1NCC1C1CO1,2.46694,1.44502,1.0693700000000002,5.5760000000000005,72.39,-0.2503,0.0113,0.2616,1135.2117,0.136685,-417.961345,-417.95309,-417.95214599999997,-417.994975,29.976999999999997,-1660.5318860520001,-1670.460960959,-1679.943876967,-1545.134863479
gdb_131514,OC1CCC2=C1N=NO2,2.10121,1.7097,1.04365,2.7209,74.72,-0.2432,-0.0675,0.1757,1101.6848,0.11226400000000002,-453.952054,-453.943804,-453.94285999999994,-453.98539500000004,29.877,-1518.368467084,-1526.522946539,-1534.819870537,-1415.90503251
gdb_128473,COC(C)C1=NOC=C1,3.79722,0.99765,0.9037,2.4087,74.17,-0.2573,-0.0077,0.2496,1333.7702,0.146499,-439.070333,-439.06128600000005,-439.060342,-439.10567199999997,32.005,-1740.851155525,-1751.1717960481,-1761.2477080610001,-1619.8931481941001
gdb_92427,CC1CC2CCC1C2=O,2.4634400000000003,1.54011,1.42844,2.8493,80.83,-0.2273,-0.0047,0.2225,1062.2787,0.18548599999999998,-387.131806,-387.123912,-387.122968,-387.164088,31.561,-2064.363420475,-2078.0744921251003,-2089.9293921529998,-1921.9948060641
gdb_89276,CC1OC2(C)C=CCC12,2.22086,1.84885,1.3310600000000001,1.6982,82.68,-0.2335,0.0155,0.2491,1071.2868,0.182728,-387.099634,-387.091198,-387.09025299999996,-387.1322,33.473,-2044.175200927,-2057.546162699,-2069.400435218,-1901.9847990720002
gdb_128219,CNc1cnn(c1)C=O,6.65671,0.8615799999999999,0.76974,5.7333,78.71,-0.2085,-0.0406,0.1679,1424.8927,0.12523800000000002,-434.087554,-434.07915199999997,-434.078208,-434.121022,30.158,-1591.124998089,-1600.0726489201002,-1608.962568923,-1482.003693025
gdb_83934,OC1C2OCOC12C=O,2.5898,1.55552,1.2595,1.9233,62.68,-0.2492,-0.0336,0.2156,1003.1814,0.11124200000000001,-494.86591,-494.858034,-494.85709,-494.89853,28.884,-1488.5115888641,-1496.900756685,-1505.1976806829998,-1385.699886795
gdb_101367,CCC(O)C1CC2CN12,3.52028,0.9889399999999999,0.98113,0.1453,81.59,-0.2288,0.0688,0.2976,1359.5299,0.19404200000000002,-404.298865,-404.28947999999997,-404.28853599999997,-404.333234,35.61,-2020.2476552479998,-2033.9110362141,-2046.3589322470002,-1872.195064315
gdb_42226,O=C(C#C)C1C2COC12,4.15698,1.11914,1.0244799999999998,3.5504,75.04,-0.2439,-0.0576,0.1863,1156.7638,0.110948,-420.54822300000006,-420.54025099999996,-420.539307,-420.58141500000005,29.465999999999998,-1562.5118427071,-1570.842024682,-1579.13894868,-1460.5711231301002
gdb_52123,O=COCC12CC1OC2,4.58343,0.8344799999999999,0.79986,3.2555,69.99,-0.2498,0.0034,0.2532,1414.9961,0.134737,-458.93015599999995,-458.92174900000003,-458.920805,-458.96464199999997,30.058000000000003,-1665.1597649271,-1674.993458466,-1684.4763744739998,-1550.4040565521
gdb_84242,CC1N=C2CC3N2C13C,2.49555,2.00555,1.37652,2.3325,80.31,-0.2341,-0.0392,0.1948,992.1503,0.15900799999999998,-381.981485,-381.97359,-381.972646,-382.013344,31.375999999999998,-1809.5031501611,-1821.4358613051002,-1832.1047693229998,-1679.8798710491
gdb_102490,CC(C)(C)C(CO)CO,1.7553299999999998,1.37015,0.9750700000000001,2.7029,85.0,-0.2622,0.0689,0.3311,1373.5629,0.22599499999999997,-426.61575999999997,-426.604192,-426.60324800000006,-426.65162300000003,43.477,-2230.6878184701,-2245.6470055211,-2259.8738895691,-2063.5683665720003
gdb_50968,O=COC(CC#C)C=O,3.4855699999999996,0.88786,0.7432300000000001,5.0067,69.55,-0.2703,-0.0519,0.2184,1443.6129999999998,0.108126,-457.75023200000004,-457.740696,-457.73975199999995,-457.785554,32.567,-1552.5984555251,-1559.9465859151,-1568.2435099129998,-1451.738306446
gdb_24510,c1cncc2c1cco2,4.07186,1.67185,1.1852200000000002,2.9587,76.18,-0.2413,-0.0348,0.2065,951.578,0.105557,-399.628847,-399.62304,-399.622095,-399.658911,23.625,-1601.1758097421,-1609.9759959581,-1617.6792964420001,-1503.9056396520998
gdb_3657,Cc1c(cno1)N,3.63407,3.3908699999999996,1.7783200000000001,3.9418,56.56,-0.2104,-0.0001,0.2104,676.7214,0.102362,-340.62960899999996,-340.622833,-340.621889,-340.660373,24.068,-1260.403282238,-1267.704976962,-1274.817163968,-1174.8330174530001
gdb_48254,O=CC(CC#N)C1CO1,2.4081,1.11105,0.81609,2.6039999999999996,69.56,-0.2708,-0.0476,0.2232,1346.5868,0.12201600000000001,-437.878688,-437.869508,-437.868564,-437.914059,31.324,-1620.9348131341,-1629.3948894720002,-1638.284809475,-1513.367847863
gdb_106268,COC12CC(C)(C1)C2=O,3.0171900000000003,1.30585,1.10963,2.3109,76.63,-0.2235,0.0106,0.2341,1173.854,0.157365,-422.992653,-422.983446,-422.98250199999995,-423.0267,33.705999999999996,-1840.7104277491,-1851.8198470851,-1862.488755103,-1712.5643048231
gdb_133853,OC12C3C1N1CC3N=C21,3.76654,1.88673,1.7154099999999999,2.8744,68.51,-0.2087,-0.0889,0.1198,806.6963,0.113228,-416.642338,-416.636198,-416.63525400000003,-416.67229100000003,26.155,-1460.694742403,-1470.1738933570998,-1478.470817355,-1356.361331009
gdb_1364,C#CCC(=O)C#C,8.90113,1.44646,1.25373,2.9432,59.98,-0.267,-0.0641,0.2029,873.4893,0.074543,-306.056425,-306.04892,-306.047976,-306.08835,25.906999999999996,-1198.618746098,-1203.6871362910001,-1209.613331287,-1127.764194872
gdb_90782,CC1CC2C3C1CC23O,3.7214,1.3001,1.19746,1.2451,81.07,-0.2421,0.0827,0.3248,1121.8435,0.183801,-387.075604,-387.067594,-387.06665,-387.107548,32.801,-2029.0961596570999,-2042.7344402631,-2054.589340291,-1886.5154472041
gdb_11355,CCC1=CC(O)CC1,4.54025,1.19624,1.05613,2.1127,77.63,-0.2395,0.0173,0.2568,1183.8131,0.177353,-349.024977,-349.016277,-349.015333,-349.058682,32.105,-1901.1753124620002,-1913.4914316051002,-1924.753963137,-1768.826761763
gdb_45074,O=C1CN2CC2C1C#C,2.5303299999999997,1.6732599999999997,1.15028,1.716,73.9,-0.2333,-0.0332,0.2001,1048.0343,0.123574,-400.705882,-400.698027,-400.697083,-400.738607,30.01,-1649.173345643,-1658.465498915,-1667.355418918,-1540.20201523
gdb_13661,CC1CC1NCC#N,4.9484,0.95644,0.8663799999999999,4.3485,73.37,-0.2343,0.0244,0.2587,1325.6978,0.153479,-343.969785,-343.960992,-343.960048,-344.003897,31.381999999999998,-1706.009345809,-1716.489373618,-1726.56591314,-1586.926962879
gdb_19482,OCC1C2CC1CC2,4.19864,1.46415,1.39821,1.3302,74.48,-0.2606,0.078,0.3387,986.3883,0.179649,-348.987751,-348.98040299999997,-348.97945899999996,-349.01934700000004,29.051,-1877.8156624279998,-1890.9801737389998,-1902.242705271,-1744.1436952479999
gdb_61480,CC(NC(C)C#N)C#C,2.50068,0.92575,0.8649600000000001,4.4682,82.47,-0.2487,0.0198,0.2685,1457.1471,0.156672,-382.039689,-382.02927400000004,-382.02833,-382.075645,37.446,-1846.0266839970002,-1856.378072461,-1867.046980479,-1718.9743092581
gdb_41249,C1OC23CN4C(CC24)C13,3.01721,2.06019,1.70005,1.4607,74.26,-0.2382,0.0653,0.3035,854.6231,0.151007,-401.841887,-401.835888,-401.834944,-401.87183999999996,26.127,-1734.175087274,-1746.4090027379998,-1756.4849147510001,-1610.0933401410998
gdb_121938,CCCOC(C)C1CO1,3.7406599999999997,0.67097,0.6005199999999999,1.6829,83.37,-0.2523,0.0872,0.3395,1929.4716,0.202789,-425.40167199999996,-425.39075199999996,-425.389807,-425.439147,38.324,-2096.6882915921,-2110.2769989871,-2123.317263516,-1943.9513459739999
gdb_92486,OC1CC2CCC1CO2,2.4609099999999997,1.6082299999999998,1.59155,1.3025,76.3,-0.2354,0.0734,0.3088,999.8684,0.18606,-424.243984,-424.23618600000003,-424.23524199999997,-424.276624,31.285999999999998,-1998.0802723141,-2011.850957319,-2023.7058573470001,-1855.6802824531
gdb_83174,CC1C2NCC(=O)NC12,2.90956,1.3754899999999999,1.19555,3.8667,76.23,-0.2165,0.0336,0.25,1106.9179,0.161601,-419.225038,-419.216775,-419.215831,-419.257942,31.825,-1825.658996875,-1837.3601571979998,-1848.0290652160002,-1696.4354409961
gdb_107913,CC1C2N3C1CC23CO,4.45429,1.10658,1.03085,2.1634,78.47,-0.2451,0.0818,0.3269,1227.4121,0.171693,-403.091939,-403.08365200000003,-403.082708,-403.124688,32.275999999999996,-1890.7423478281,-1903.3176281879998,-1914.579532211,-1755.0441540870002
gdb_89745,CC1CC2(CO2)C11CC1,2.4096,1.55192,1.13991,1.8025,82.86,-0.2534,0.0731,0.3265,1160.8748,0.181498,-387.048971,-387.0402,-387.039256,-387.082288,34.204,-2012.38371246,-2025.5444587170998,-2037.399358745,-1870.6645698641
gdb_912,c1cocnc1=O,6.05207,2.8452,1.93535,4.7817,49.87,-0.2557,-0.0481,0.2076,587.4329,0.068731,-359.354596,-359.349462,-359.348518,-359.383694,18.555,-1100.4437080301,-1106.1101142999999,-1111.443313291,-1033.936539156
gdb_111408,CCC1C2CC2C1CC,2.5056599999999998,1.12827,0.89985,0.1999,92.44,-0.2477,0.0871,0.3348,1456.0648,0.228942,-352.336775,-352.326817,-352.325873,-352.37181400000003,37.885999999999996,-2328.973925631,-2344.9446571901003,-2359.171541238,-2161.849453661
gdb_2434,CC12OC3CC1C23,5.49442,2.85847,2.48846,1.6431,60.11,-0.2252,0.0905,0.3157,604.1409,0.12543800000000002,-308.45482000000004,-308.44905,-308.448106,-308.483947,22.953000000000003,-1447.929954325,-1457.6412836089999,-1465.939462625,-1348.577709373
gdb_76641,CC1C(C2CCO2)N1C,2.91036,1.10998,0.93174,1.4883,83.26,-0.2151,0.0715,0.2866,1358.5975,0.19314,-404.292509,-404.28268199999997,-404.28173799999996,-404.328142,35.473,-2016.2592080441,-2029.6452300321,-2042.093126065,-1868.9997884871
gdb_18425,N=C1OC2C(C=O)C12,4.25349,1.54059,1.38073,2.9721,60.77,-0.2566,-0.039,0.2176,882.9657,0.09471,-398.56899100000004,-398.562221,-398.561277,-398.600394,24.721999999999998,-1330.787829223,-1338.09391651,-1345.205476007,-1243.228988417
gdb_94347,OC1COC11CC1C#C,2.63922,1.29583,1.10734,2.1913,75.76,-0.2285,0.0422,0.2707,1149.9608,0.133104,-421.748204,-421.739134,-421.73819000000003,-421.782323,33.399,-1687.6591001220002,-1697.0773827029998,-1706.560298711,-1572.929119616
gdb_36842,C(N1CC1)C12CC(C1)C2,4.1696800000000005,0.99354,0.95425,1.0422,87.3,-0.2312,0.0918,0.32299999999999995,1344.1483,0.195555,-367.12897200000003,-367.12080499999996,-367.119861,-367.162382,32.125,-2050.314121474,-2064.7424359111,-2077.190331944,-1901.9157730820002
gdb_78611,CC1N2C3C(O)C2C13O,3.2135599999999998,1.4771299999999998,1.2251,1.8272,72.07,-0.2445,0.0519,0.2964,1051.8078,0.146649,-438.987334,-438.979196,-438.97825199999994,-439.01948,32.08,-1688.768536034,-1699.659582238,-1709.735494251,-1565.8068924660001
gdb_51375,O=COC1C2C3CN3C12,4.22088,1.04942,0.9525100000000001,3.395,70.66,-0.2376,-0.0013,0.2363,1216.4855,0.1236,-437.798532,-437.790904,-437.78995999999995,-437.831879,28.335,-1570.6362017301,-1580.0701720360998,-1588.9600920389998,-1461.799158243
gdb_91155,CC1CC2C=CC(C)C12,2.19881,1.7507400000000002,1.2632299999999999,0.2147,89.95,-0.2297,0.0256,0.2553,1128.2734,0.20739000000000002,-351.158858,-351.15027799999996,-351.149334,-351.19169300000004,34.398,-2217.6720267921,-2232.7303602651,-2245.771252303,-2062.535486758
gdb_57150,CC(C#CC=O)C1CN1,2.50997,0.9354,0.7478100000000001,3.8247,83.2,-0.25,-0.0671,0.1829,1525.1852,0.14587,-401.898336,-401.88849700000003,-401.88755299999997,-401.934805,33.833,-1769.597342815,-1779.4216237189999,-1789.4975357320002,-1649.604444326
gdb_23722,c1c(cnc(n1)O)F,6.01545,1.56246,1.2403,1.561,55.02,-0.2535,-0.0544,0.1991,849.1874,0.07376100000000001,-438.741151,-438.735329,-438.734384,-438.771199,22.026,-1193.655777417,-1199.779010239,-1205.703950217,-1118.3967405201
gdb_108408,CCC12COC1C2C=O,2.01527,1.4253,1.0037399999999999,3.6575,76.81,-0.2332,-0.0209,0.2124,1245.2458,0.15753499999999998,-422.99240999999995,-422.983403,-422.982459,-423.026685,32.872,-1840.5579430620999,-1851.792864198,-1862.461772216,-1712.554892188
gdb_37402,N1C2C1C1OC3C2OC13,2.9363599999999996,2.2435,1.8012099999999998,1.5337,65.75,-0.2386,0.0504,0.289,796.2969,0.127425,-437.79393600000003,-437.788292,-437.78734800000007,-437.82363,24.508000000000003,-1567.752170366,-1578.4311185279998,-1587.321038531,-1456.6228365020002
gdb_73422,OC12CCC3C4C1N4C23,2.57602,2.31715,1.5737700000000001,2.9604,72.49,-0.2362,0.0655,0.3017,878.2873,0.15012999999999999,-401.89534100000003,-401.88869900000003,-401.88775400000003,-401.925928,27.955,-1767.71795336,-1779.5483805370002,-1789.623665041,-1644.0340469331
gdb_61106,C(C#N)C(C#N)(C#N)N,2.45005,1.2556399999999999,1.03698,3.7198,67.24,-0.3138,-0.0402,0.2736,1139.5871,0.088189,-411.79886400000004,-411.789692,-411.788747,-411.8331,31.675,-1398.383726212,-1404.182536881,-1411.29284136,-1309.748707471
gdb_25053,C#Cc1ccc(=O)oc1,5.69972,1.03237,0.8740600000000001,3.7731,78.99,-0.2347,-0.0687,0.166,1215.7358,0.089041,-419.45319299999994,-419.445818,-419.444874,-419.485159,27.906,-1503.2222823511,-1510.149981711,-1517.260913699,-1413.883198512
gdb_117247,OCCC(=O)C1CC1O,4.2796,0.7490899999999999,0.70311,1.9778,73.94,-0.2426,-0.0234,0.2192,1621.0215,0.15709800000000002,-460.16133899999994,-460.15165999999994,-460.150716,-460.19681299999996,35.052,-1809.8865581601,-1820.699165739,-1831.368073757,-1682.3798669051
gdb_89379,CC1CC2(C)CC2(C)O1,2.49199,1.46908,1.15405,1.2737,85.67,-0.2198,0.0825,0.3023,1205.9560000000001,0.20438499999999998,-388.30053399999997,-388.290854,-388.28991,-388.334647,37.354,-2169.8991391131,-2184.2665851771,-2197.307477215,-2015.3085319091
gdb_56948,OC(C#C)C1OC1C#N,3.98947,1.05298,0.90838,4.3682,68.88,-0.28600000000000003,-0.0132,0.2727,1220.0866,0.098187,-436.621165,-436.612331,-436.61138700000004,-436.655166,31.581,-1459.6794328411,-1466.5795218051,-1474.2834497979998,-1364.6237420121001
gdb_47543,N=C1OCOC2CC2O1,2.91846,1.7022,1.17527,3.432,66.42,-0.2629,0.0205,0.2834,1010.6186,0.12526500000000002,-474.993997,-474.986681,-474.98573700000003,-475.02612400000004,27.980999999999998,-1556.6163956520002,-1566.245521257,-1575.13544126,-1446.7577675129999
gdb_72037,CC12OC3CC1(O)C2O3,2.45949,2.02693,1.5440200000000002,1.8023,66.06,-0.2261,0.0646,0.2907,911.9654,0.13634100000000002,-458.94697199999996,-458.93964500000004,-458.938701,-458.978267,29.551,-1675.7119562710998,-1686.2233595301002,-1695.7062755379998,-1558.9538666770002
gdb_70699,CC12NC1CCOC2=O,2.2608200000000003,1.91695,1.2534100000000001,4.8811,71.71,-0.2494,0.0034,0.2527,1032.1999,0.148897,-439.10398399999997,-439.095949,-439.09500499999996,-439.13650099999995,30.747,-1761.9674608841,-1772.9231405151002,-1782.9990525279998,-1639.238623155
gdb_64527,CC1(C=O)C2C3CC2N13,3.06077,1.61144,1.24716,2.2377,76.44,-0.2414,-0.0314,0.21,1026.4516,0.146229,-401.855573,-401.847637,-401.846693,-401.888099,30.372,-1742.7631754481,-1753.7816059791,-1763.857517992,-1620.2960089720002
gdb_88632,OC1CC1C1C2COC12,3.62249,1.0616,0.98354,1.663,75.43,-0.2304,0.0756,0.306,1254.779,0.1591,-422.950543,-422.942326,-422.94138200000003,-422.984098,31.551,-1814.2860237591,-1826.016677005,-1836.685585023,-1685.8311664051
gdb_49908,O=CC1CC(C1)C1CO1,5.54648,0.77932,0.75622,3.3199,76.58,-0.2473,-0.0208,0.2266,1500.2644,0.158196,-422.998395,-422.98963399999997,-422.98869,-423.032941,31.699,-1844.3135844270998,-1855.7028727770999,-1866.371780795,-1716.4805884920002
gdb_82901,CC1C2CC3OC2OC13,3.11226,1.83825,1.5716,2.3073,72.49,-0.252,0.0865,0.3386,915.9079,0.16301400000000002,-423.01514199999997,-423.00867999999997,-423.00773499999997,-423.04574,27.480999999999998,-1854.8224776501002,-1867.6544091910998,-1878.3226897001,-1724.5120761831
gdb_98928,CNC(=O)CC(=O)C#C,3.7215199999999995,0.87975,0.74017,2.3762,76.1,-0.2474,-0.0774,0.17,1485.3874,0.121294,-437.89694299999996,-437.88693600000005,-437.885991,-437.933809,33.96,-1632.3899899291,-1640.331116324,-1649.220408818,-1525.761150613
gdb_49621,O=CC1C2N1CC21CC1,4.27661,0.96709,0.89035,3.6713,79.13,-0.2414,-0.0262,0.2151,1324.6986,0.14688299999999999,-401.891084,-401.88304500000004,-401.8821,-401.923901,30.645,-1765.046647547,-1776.000444651,-1786.075729155,-1642.7620861901
gdb_124309,CC(=O)Cc1ccon1,3.6573800000000003,1.03906,0.93394,0.4676,70.66,-0.25,-0.0317,0.2183,1256.6217,0.12325699999999999,-437.90281,-437.89432,-437.893376,-437.938068,29.796,-1636.0715852320002,-1644.96464278,-1653.854562783,-1528.433711444
gdb_83371,OC1C2CCC1(O)CC2,2.11578,1.9039099999999998,1.53399,2.2268,76.06,-0.2455,0.0645,0.31,998.5953,0.184936,-424.248231,-424.240133,-424.23918899999995,-424.28009199999997,33.273,-2000.7453030370002,-2014.3277353421,-2026.18263537,-1857.8564836651
gdb_129309,N=C1ON=NC(=C1)C#N,3.8010599999999997,1.23891,0.9343600000000001,2.0438,70.96,-0.2885,-0.1343,0.1541,1115.221,0.065071,-447.683876,-447.67661,-447.67566600000004,-447.71608399999997,26.017,-1189.8944884710002,-1195.111598297,-1201.036538275,-1113.101819578
gdb_123003,CC1(CC1)OCCOC,3.07028,0.90133,0.77179,1.0999,83.67,-0.2403,0.091,0.3313,1592.8825,0.202676,-425.393766,-425.38305499999996,-425.38210999999995,-425.430807,38.49,-2091.7272054381,-2105.4470622141002,-2118.487326743,-1938.717920914
gdb_81580,[NH3+]C1C2OC1C2C([O-])=O,3.68419,1.21285,1.01768,14.3982,66.9,-0.1699,-0.0241,0.1457,1133.4241,0.123955,-474.903473,-474.895764,-474.89482000000004,-474.936313,29.346999999999998,-1499.8117709361,-1509.1942855041,-1518.0842055071,-1390.400556714
gdb_64437,CC1(CCCCC1=O)C,2.12068,1.6047200000000001,1.20587,2.8057,84.9,-0.2312,-0.0087,0.2225,1173.3588,0.20628200000000002,-388.34199900000004,-388.332696,-388.331751,-388.375427,36.479,-2195.9187997981,-2210.5228167551,-2223.563081284,-2040.8983489291
gdb_93609,CC1CNC(C#C)C1=O,2.28599,1.41719,1.1858799999999998,2.2977,77.24,-0.2263,-0.0278,0.1985,1139.7866,0.14682,-401.92974399999997,-401.920762,-401.91981699999997,-401.963853,33.425,-1789.3061454871,-1799.6682016041,-1809.7434861079998,-1667.8323257579998
gdb_49392,O=CC1C2C3C1C2C3=O,6.74489,0.9481200000000001,0.91985,0.4739,70.97,-0.2553,-0.0447,0.2106,1212.3153,0.11198499999999999,-420.57099000000005,-420.56384299999996,-420.562899,-420.603121,26.816,-1576.7983401101,-1585.6462170101001,-1593.9431410079999,-1474.1918334841
gdb_7645,CC(=O)C1CC(O)C1,3.7741800000000003,1.5473700000000001,1.34104,4.008,68.26,-0.2447,-0.0281,0.2165,979.8286,0.152921,-384.952048,-384.94383799999997,-384.94289399999997,-384.985263,30.441999999999997,-1719.078475752,-1729.9243413079998,-1740.00088083,-1599.537383743
gdb_116088,CCN1CCNC(=O)C1,2.85074,1.1603299999999999,0.90104,3.9123,80.11,-0.2142,0.035,0.2492,1340.2582,0.18458,-420.440733,-420.43172300000003,-420.43077900000003,-420.47461500000003,33.895,-1960.666930716,-1973.676447304,-1985.5313473320002,-1818.686116867
gdb_26348,CC(C)c1cocc1N,2.45363,1.3789,0.9771700000000001,1.7852,81.13,-0.1937,0.033,0.2267,1256.6625,0.171247,-403.17801299999996,-403.168719,-403.167775,-403.21179700000005,35.379,-1944.7545574941,-1956.6979362911,-1967.9598403139998,-1809.7058355679999
gdb_1601,NC(C#N)C(N)=O,3.97309,2.36945,1.54966,2.2356,51.07,-0.2641,-0.0015,0.2626,733.738,0.090402,-356.730212,-356.722687,-356.721743,-356.762044,26.165,-1174.928398821,-1180.8709090510001,-1187.390100052,-1096.405687615
gdb_55112,[O-]C(=O)C1CC2(C[NH2+]2)C1,3.5800099999999997,1.1946299999999999,1.06308,5.4288,72.39,-0.2524,0.017,0.2693,1152.2877,0.148612,-439.079233,-439.071234,-439.07029000000006,-439.111947,30.869,-1746.4359856251,-1757.41425558,-1767.4901675929998,-1623.830767169
gdb_42826,O=C1C2CC1C1CN1C2,2.57408,1.82339,1.6520700000000001,1.8561,74.68,-0.2347,-0.0172,0.2174,915.9302,0.15021600000000002,-401.926942,-401.920116,-401.919172,-401.957897,28.026,-1787.5478652691,-1799.26283079,-1809.3387428029998,-1664.0948821541
